galname,rah,ram,ras,decsign,decd,decm,decs,glat_orig,semimajor,semiminor,posang,nhcon,fnu_12,fqual_12,fnu_25,fqual_25,fnu_60,fqual_60,fnu_100,fqual_100,fir,fqfir,relunc_12,relunc_25,relunc_60,relunc_100,cc_12,cc_25,cc_60,cc_100,cirr1,cirr2,confuse,pnearh,pnearw,hsdflag,ses1_12,ses1_25,ses1_60,ses1_100,ses2,nsss,sssname,dissss,nongal,idngal,dsngal,nrecs,rat_12_25,err_12_25,rat_25_60,err_25_60,rat_60_100,err_60_100,glon,glat,elon,elat,ra,dec,cra,cdec,ra1950,dec1950,cra1950,cdec1950,ROW_IDX,ROW_NUM
20537-0405,20,53,46.1,-,4,5,59,-29,42,13,73,3,0.25,L,0.57,L,0.56,,1.67,,-13.41,,,,C,C,,G,C,B,1,4,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,0.4386,0,1.0179,0,0.3353,0,44.5428,-29.4413,315.4061,12.8553,314.0969,-3.9071,205623.3,-035426,313.4421,-4.0997,205346.1,-040559,9255,9255
20540-1646,20,54,0.9,-,16,46,54,-35,32,12,74,3,0.25,L,0.28,L,0.88,,1.97,,-13.27,,,,C,C,,F,B,C,0,3,0,1,1,0,0,0,2,1,4,null,,null,null,,null,1,0.8929,0,0.3182,0,0.4467,0,31.0590,-35.0212,311.9315,0.6497,314.2047,-16.5888,205649.1,-163520,313.5038,-16.7817,205400.9,-164654,9256,9256
20540+6458,20,54,2.4,+,64,58,1,13,13,7,5,4,0.25,L,0.15,:,1.75,,2.96,,-13.03,,,C,B,C,F,E,A,B,2,6,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.6667,0,0.0857,0,0.5912,0,101.2246,12.8281,15.8436,72.4345,313.7174,65.1589,205452.2,+650932,313.5100,64.9669,205402.4,+645801,9257,9257
20543-5203,20,54,19.6,-,52,3,49,-40,30,6,74,4,0.25,L,0.23,:,2.00,,5.41,,-12.88,,,C,B,B,C,B,A,A,0,2,0,2,1,0,0,0,0,0,,null,,null,null,,null,1,1.0870,0,0.1150,0,0.3697,0,346.5144,-40.2990,301.1011,-33.1244,314.4784,-51.8701,205754.8,-515212,313.5817,-52.0636,205419.6,-520349,9258,9258
20544+0637,20,54,27.7,+,6,37,25,-24,53,12,71,3,0.25,L,0.25,L,0.92,,1.56,,-13.30,,,,C,D,,,A,C,1,6,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2717,0,0.5897,0,54.8638,-23.9498,318.8386,23.0727,314.2325,6.8167,205655.8,+064900,313.6154,6.6236,205427.7,+063725,9259,9259
20545-4333,20,54,31.6,-,43,33,25,-41,48,12,74,3,0.25,L,0.25,L,1.30,,5.69,,-12.94,,,,C,C,J,L,I,A,0,2,0,0,0,0,0,0,3,1,4,1,X2054-435,13,null,,null,2,1.0000,0,0.1923,0,0.2285,0,357.6966,-40.7038,304.2039,-25.0599,314.4621,-43.3633,205750.9,-432148,313.6317,-43.5569,205431.6,-433325,9260,9260
20549-3229,20,54,57.7,-,32,29,5,-40,31,7,74,3,0.25,L,0.36,L,1.73,,4.37,,-12.95,,,,C,C,F,C,A,A,1,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.6944,0,0.2081,0,0.3959,0,12.1437,-39.6693,307.7399,-14.4970,314.5079,-32.2909,205801.9,-321727,313.7404,-32.4847,205457.7,-322905,9261,9261
20549+0716,20,54,58.8,+,7,16,24,-24,33,9,72,4,0.25,L,0.25,L,1.12,,2.18,,-13.19,,,,C,B,,G,A,B,1,4,0,0,1,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2232,0,0.5138,0,55.5308,-23.6921,319.1841,23.6542,314.3599,7.4669,205726.4,+072801,313.7450,7.2733,205458.8,+071624,9262,9262
20550-4928,20,55,0.5,-,49,28,37,-41,68,18,72,2,0.50,L,0.25,L,0.46,,1.45,L,-13.48,L,,,D,,G,,D,C,0,1,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,2.0000,0,0.5435,0,0.3172,0,349.8887,-40.6356,302.2076,-30.7118,314.6256,-49.2828,205830.1,-491658,313.7521,-49.4769,205500.5,-492837,9263,9263
20550-5422,20,55,4.2,-,54,22,49,-40,58,12,73,3,0.26,L,0.25,L,0.54,,1.58,L,-13.42,L,,,C,,B,M,B,C,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0400,0,0.4630,0,0.3418,0,343.4862,-40.1205,300.2967,-35.3464,314.6858,-54.1860,205844.6,-541110,313.7675,-54.3803,205504.2,-542249,9264,9264
20550-1808,20,55,4.9,-,18,8,16,-36,46,14,74,3,0.25,L,0.40,L,0.40,L,1.73,,-13.46,L,,,,C,,J,B,B,1,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,2,0.6250,0,1.0000,0,0.2312,0,29.6273,-35.7571,311.8039,-0.7242,314.4763,-17.9439,205754.3,-175638,313.7704,-18.1378,205504.9,-180816,9265,9265
20550+1656,20,55,5.3,+,16,56,3,-18,35,7,70,3,0.29,:,2.32,,13.35,,11.85,,-12.23,,F,B,C,C,D,A,A,A,6,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.1250,0,0.1738,0,1.1266,0,63.9370,-18.0595,322.6511,32.8216,314.3515,17.1278,205724.4,+170740,313.7721,16.9342,205505.3,+165603,9266,9266
20551-4250,20,55,9.3,-,42,50,38,-41,33,8,74,3,0.29,,1.90,,12.71,,10.58,,-12.26,,C,B,C,C,C,A,A,A,0,1,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.1526,0,0.1495,0,1.2013,0,358.6413,-40.8011,304.5616,-24.4149,314.6140,-42.6497,205827.4,-423859,313.7888,-42.8439,205509.3,-425038,9267,9267
20551-3214,20,55,10.3,-,32,14,12,-40,39,10,74,3,0.25,L,0.31,L,1.23,,2.34,,-13.16,,,,D,C,,E,B,C,1,5,8,0,1,0,0,0,2,0,4,null,,null,null,,null,1,0.8065,0,0.2520,0,0.5256,0,12.4711,-39.6677,307.8566,-14.2718,314.5591,-32.0426,205814.2,-320233,313.7929,-32.2367,205510.3,-321412,9268,9268
20556-5211,20,55,41.1,-,52,11,51,-40,22,10,106,4,0.25,L,0.35,,1.20,,1.44,,-13.24,,,D,B,C,,C,A,B,0,3,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,0.7143,0,0.2917,0,0.8333,0,346.3096,-40.4915,301.2838,-33.3194,314.8177,-52.0028,205916.2,-520010,313.9213,-52.1975,205541.1,-521151,9269,9269
20557+2454,20,55,42.7,+,24,54,7,-13,49,9,68,3,0.25,L,0.25,L,1.16,,1.68,,-13.23,,,,C,C,,F,A,B,1,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2155,0,0.6905,0,70.5344,-13.2447,326.2360,40.2541,314.4756,25.0960,205754.1,+250546,313.9279,24.9019,205542.7,+245407,9270,9270
20557+1319,20,55,43.2,+,13,19,9,-20,51,14,70,3,0.38,L,0.25,L,0.42,,1.00,L,-13.58,L,,,C,,,M,D,I,1,6,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.5200,0,0.5952,0,0.4200,0,60.9679,-20.3466,321.4605,29.3499,314.5232,13.5133,205805.6,+133048,313.9300,13.3192,205543.2,+131909,9271,9271
20557-3939,20,55,46.9,-,39,39,28,-41,43,10,74,3,0.25,L,0.25,L,0.69,,1.76,,-13.35,,,,C,C,,,B,B,0,3,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,1.0000,0,0.3623,0,0.3920,0,2.8516,-40.7541,305.7191,-21.4101,314.7507,-39.4631,205900.2,-392747,313.9454,-39.6578,205546.9,-393928,9272,9272
20559-5251,20,55,54.8,-,52,51,34,-40,27,6,74,4,0.25,L,0.33,,2.02,,3.29,,-12.97,,,D,B,B,H,B,A,A,0,2,0,0,1,0,0,0,0,0,,null,,null,null,,null,1,0.7576,0,0.1634,0,0.6140,0,345.4402,-40.4474,301.0595,-33.9554,314.8807,-52.6645,205931.4,-523952,313.9783,-52.8594,205554.8,-525134,9273,9273
20561-3115,20,56,7.4,-,31,15,38,-40,59,11,74,3,0.25,L,0.26,L,0.72,,1.94,,-13.32,,,,C,C,,,B,B,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.9615,0,0.3611,0,0.3711,0,13.7661,-39.6810,308.3419,-13.3934,314.7918,-31.0657,205910.0,-310356,314.0308,-31.2606,205607.4,-311538,9274,9274
20562-4258,20,56,12.3,-,42,58,23,-41,35,10,74,3,0.25,L,0.25,L,1.94,,4.11,,-12.94,,,,C,C,G,,B,A,1,2,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.1289,0,0.4720,0,358.4771,-40.9967,304.7199,-24.5963,314.8765,-42.7780,205930.4,-424641,314.0512,-42.9731,205612.3,-425823,9275,9275
20562-5545,20,56,13.4,-,55,45,20,-40,59,17,74,2,0.50,L,0.61,L,0.46,:,1.42,,-13.48,:,,,E,C,E,M,D,B,1,4,0,0,0,0,1,1,1,0,,null,,null,null,,null,1,0.8197,0,1.3261,0,0.3239,0,341.6767,-40.0705,299.9085,-36.6955,314.9872,-55.5603,205956.9,-553337,314.0558,-55.7556,205613.4,-554520,9276,9276
20569-6320,20,56,54.6,-,63,20,55,-38,39,15,116,2,0.26,L,0.25,L,0.47,,1.01,:,-13.55,:,,,C,C,,,C,B,0,3,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,1.0400,0,0.5319,0,0.4653,0,332.0804,-38.4775,296.3881,-43.7999,315.2606,-63.1526,210102.5,-630909,314.2275,-63.3486,205654.6,-632055,9277,9277
20569-1649,20,56,59.7,-,16,50,0,-36,45,7,74,3,0.25,L,0.41,L,1.38,,3.10,,-13.08,,,,C,C,H,C,A,A,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.6098,0,0.2971,0,0.4452,0,31.3283,-35.7016,312.6028,0.4034,314.9491,-16.6378,205947.8,-163816,314.2487,-16.8333,205659.7,-165000,9278,9278
20571-0204,20,57,11.6,-,2,4,47,-29,45,9,73,3,0.25,L,0.33,L,0.98,,1.65,,-13.28,,,,D,B,,I,B,B,2,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,2,0.7576,0,0.3367,0,0.5939,0,47.0399,-29.1761,316.8399,14.5497,314.9460,-1.8842,205947.0,-015303,314.2983,-2.0797,205711.6,-020447,9279,9279
20571-5725,20,57,11.8,-,57,25,19,-40,62,14,75,2,0.38,L,0.25,L,0.61,,1.03,L,-13.49,L,,,C,,E,,B,B,1,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.5200,0,0.4098,0,0.5922,0,339.5060,-39.9010,299.3327,-38.3037,315.2481,-57.2258,210059.5,-571333,314.2992,-57.4219,205711.8,-572519,9280,9280
20576-1441,20,57,38.5,-,14,41,33,-35,36,7,74,3,0.25,L,0.29,L,1.49,,3.25,,-13.05,,,,C,C,,,A,A,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.8621,0,0.1946,0,0.4585,0,33.8237,-35.0188,313.3478,2.4166,315.1027,-14.4965,210024.6,-142947,314.4104,-14.6925,205738.5,-144133,9281,9281
20580+1639,20,58,3.4,+,16,39,55,-19,30,17,48,3,0.25,L,0.25,L,0.46,L,1.61,,-13.45,L,,,,C,I,I,B,B,1,6,0,1,0,0,0,0,0,1,,null,,null,null,,null,1,1.0000,0,0.5435,0,0.2857,0,64.1665,-18.7872,323.3424,32.3341,315.0954,16.8615,210022.9,+165141,314.5142,16.6653,205803.4,+163955,9282,9282
20584+1736,20,58,24.3,+,17,36,30,-18,36,8,71,4,0.25,L,0.25,L,1.24,,3.21,,-13.09,,,,C,B,,M,A,A,1,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2016,0,0.3863,0,65.0074,-18.2766,323.8080,33.1960,315.1790,17.8048,210043.0,+174817,314.6013,17.6083,205824.3,+173630,9283,9283
20585+1007,20,58,32.7,+,10,7,45,-23,50,10,71,3,0.25,L,0.25,L,0.68,,1.24,:,-13.42,:,,,C,D,,J,B,H,3,7,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.3676,0,0.5484,0,58.6281,-22.7797,321.0711,26.1040,315.2414,10.3258,210057.9,+101933,314.6363,10.1292,205832.7,+100745,9284,9284
20591+8353,20,59,8.4,+,83,53,17,24,31,8,38,5,0.25,L,0.25,L,0.78,,1.69,,-13.33,,,,B,C,,M,B,C,9,5,8,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.3205,0,0.4615,0,117.3612,24.0006,77.7504,70.4461,313.5307,84.0820,205407.4,+840455,314.7850,83.8881,205908.4,+835317,9285,9285
20595-7204,20,59,34.4,-,72,4,30,-36,95,28,70,2,1.21,L,0.66,L,0.63,L,0.91,,-13.50,L,,,,E,,,K,D,4,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.8333,0,1.0476,0,0.6923,0,321.6394,-35.8208,291.2794,-51.8334,316.1337,-71.8763,210432.1,-715235,314.8933,-72.0750,205934.4,-720430,9286,9286
20597-1701,20,59,42.7,-,17,1,2,-36,52,12,74,3,0.25,L,0.37,L,0.51,,2.17,,-13.36,,,,C,C,,,C,B,0,4,0,0,0,0,0,0,0,1,,null,,null,null,,null,1,0.6757,0,0.7255,0,0.2350,0,31.4174,-36.3730,313.1754,0.0454,315.6283,-16.8194,210230.8,-164910,314.9279,-17.0172,205942.7,-170102,9287,9287
20598-1359,20,59,50.2,-,13,59,56,-35,45,15,74,3,0.25,L,0.35,L,0.48,:,1.59,,-13.45,:,,,D,C,,G,E,B,2,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.7143,0,0.7292,0,0.3019,0,34.8611,-35.2278,314.0532,2.9335,315.6484,-13.8010,210235.6,-134803,314.9592,-13.9989,205950.2,-135956,9288,9288
20599+1046,20,59,57.0,+,10,46,22,-23,42,8,71,4,0.25,L,0.25,L,1.10,,2.15,,-13.20,,,,C,B,,G,B,B,1,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2273,0,0.5116,0,59.4132,-22.6837,321.6620,26.6073,315.5906,10.9706,210221.7,+105814,314.9875,10.7728,205957.0,+104622,9289,9289
21003-5033,21,0,21.0,-,50,33,49,-41,50,14,73,3,0.25,L,0.25,L,0.87,,2.55,,-13.22,,,,D,D,,H,B,A,0,3,0,0,1,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2874,0,0.3412,0,348.3538,-41.3943,302.7426,-32.0188,315.9646,-50.3649,210351.5,-502154,315.0875,-50.5636,210021.0,-503349,9290,9290
21004-7302,21,0,24.9,-,73,2,27,-35,46,21,68,2,0.68,L,0.62,L,0.43,,1.28,L,-13.52,L,,,D,,I,G,G,L,1,4,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,1.0968,0,1.4419,0,0.3359,0,320.5164,-35.4981,290.6452,-52.7201,316.3777,-72.8414,210530.7,-725029,315.1038,-73.0408,210024.9,-730227,9291,9291
21005+1511,21,0,33.0,+,15,11,39,-20,35,8,71,4,0.25,L,0.25,L,1.08,,2.06,,-13.21,,,,B,B,L,H,A,B,1,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2315,0,0.5243,0,63.3152,-20.1580,323.4386,30.7477,315.7248,15.3925,210254.0,+152333,315.1375,15.1942,210033.0,+151139,9292,9292
06068-2443,6,6,53.2,-,24,43,49,-20,80,15,91,2,0.36,L,0.25,L,0.39,,1.06,L,-13.59,L,,,C,,,,D,D,0,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.4400,0,0.6410,0,0.3679,0,231.2831,-19.8689,93.0419,-48.1556,92.2340,-24.7399,060856.2,-244424,91.7217,-24.7303,060653.2,-244349,9293,9293
06069-4650,6,6,55.3,-,46,50,18,-27,56,8,10,2,0.32,,0.25,L,0.40,L,1.00,L,-13.59,L,C,,,,C,,,,0,5,0,0,1,0,0,0,0,1,,null,,null,1,1,6,1,1.2800,0,0.6250,0,0.4000,0,254.2645,-26.5233,94.2022,-70.2566,92.0742,-46.8475,060817.8,-465051,91.7304,-46.8383,060655.3,-465018,9294,9294
06069-3354,6,6,57.8,-,33,54,26,-23,20,5,98,3,0.21,:,0.36,,3.61,,6.64,,-12.70,,C,C,C,C,G,A,A,A,1,2,0,0,1,0,0,2,0,0,2,null,,null,null,,null,1,0.5833,0,0.0997,0,0.5437,0,240.5448,-23.0239,93.3743,-57.3304,92.1943,-33.9167,060846.6,-335500,91.7408,-33.9072,060657.8,-335426,9295,9295
06069-2747,6,6,58.2,-,27,47,36,-21,46,15,95,3,0.25,L,0.25,L,0.58,,1.60,,-13.41,,,,C,C,F,E,B,B,0,3,0,0,1,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.4310,0,0.3625,0,234.3349,-20.9658,93.1588,-51.2178,92.2364,-27.8030,060856.7,-274811,91.7425,-27.7933,060658.2,-274736,9296,9296
06070-6147,6,7,0.5,-,61,47,52,-29,13,3,3,6,0.34,,0.48,,5.20,,15.97,,-12.43,,B,B,B,B,D,B,A,A,2,2,4,1,0,0,3,7,0,0,3,null,,null,null,,null,1,0.7083,0,0.0923,0,0.3256,0,270.9708,-28.8169,100.5859,-85.1769,91.8735,-61.8066,060729.6,-614824,91.7521,-61.7978,060700.5,-614752,9297,9297
06071+6736,6,7,9.4,+,67,36,38,21,64,14,88,2,0.41,L,0.25,L,0.54,,1.12,L,-13.50,L,,,C,,,,C,D,7,6,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,1.6400,0,0.4630,0,0.4821,0,146.7143,21.3528,91.6490,44.1772,93.1046,67.5986,061225.1,+673555,91.7892,67.6106,060709.4,+673638,9298,9298
06074+3539,6,7,26.8,+,35,39,20,8,49,9,89,3,0.25,L,0.32,L,0.94,,2.70,,-13.19,,,,C,C,,H,A,B,5,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.7812,0,0.3404,0,0.3481,0,176.7997,7.9424,92.2461,12.2263,92.7018,35.6445,061048.4,+353840,91.8617,35.6556,060726.8,+353920,9299,9299
06081+5022,6,8,8.9,+,50,22,52,15,90,32,90,2,1.07,L,0.25,L,0.40,L,1.49,,-13.50,L,,,,F,,,,G,1,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,4.2800,0,0.6250,0,0.2685,0,163.4568,14.7210,92.1557,26.9521,93.0135,50.3688,061203.2,+502208,92.0371,50.3811,060808.9,+502252,9300,9300
06081-3338,6,8,11.3,-,33,38,4,-23,45,8,90,3,0.25,L,0.25,L,0.64,,1.70,,-13.38,,,,F,C,,,A,B,2,4,0,0,1,0,0,0,0,0,,null,,null,null,,null,2,1.0000,0,0.3906,0,0.3765,0,240.3523,-22.6957,93.8318,-57.0515,92.5025,-33.6455,061000.6,-333844,92.0471,-33.6344,060811.3,-333804,9301,9301
06083-3406,6,8,22.6,-,34,6,2,-23,28,7,96,3,0.25,L,0.25,L,2.00,,4.65,,-12.91,,,,C,C,,K,B,A,0,4,0,0,0,0,0,0,3,0,4,1,X0608-340,16,null,,null,1,1.0000,0,0.1250,0,0.4301,0,240.8448,-22.8076,93.9271,-57.5164,92.5463,-34.1118,061011.1,-340642,92.0942,-34.1006,060822.6,-340602,9302,9302
06084+5132,6,8,25.8,+,51,32,1,15,31,11,90,3,0.25,L,0.25,L,1.20,,2.63,,-13.14,,,,C,C,,,B,B,2,5,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,1.0000,0,0.2083,0,0.4563,0,162.3970,15.2524,92.1846,28.1052,93.0980,51.5210,061223.5,+513115,92.1075,51.5336,060825.8,+513201,9303,9303
06085-7521,6,8,35.8,-,75,21,27,-29,55,8,17,4,0.39,L,0.25,L,0.26,,1.09,,-13.66,,,,C,E,,,F,B,5,5,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,1.5600,0,0.9615,0,0.2385,0,286.4704,-28.9872,267.1591,-81.1768,91.7240,-75.3669,060653.8,-752201,92.1492,-75.3575,060835.8,-752127,9304,9304
06087+4427,6,8,46.9,+,44,27,7,12,33,7,87,4,0.25,L,0.32,:,1.36,,2.84,,-13.10,,,F,B,C,,C,A,A,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.7812,0,0.2353,0,0.4789,0,168.9856,12.2183,92.3773,21.0254,93.1087,44.4391,061226.1,+442621,92.1954,44.4519,060846.9,+442707,9305,9305
06088+3710,6,8,52.0,+,37,10,32,9,30,13,89,3,0.25,L,0.33,L,0.86,,1.79,,-13.30,,,,C,C,,C,B,D,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.7576,0,0.3837,0,0.4804,0,175.5779,8.9073,92.5166,13.7502,93.0681,37.1627,061216.3,+370946,92.2167,37.1756,060852.0,+371032,9306,9306
06092-7116,6,9,12.5,-,71,16,41,-29,22,14,92,4,0.25,L,0.25,L,0.70,,2.44,,-13.27,,,,B,B,I,M,A,B,0,5,0,1,0,0,0,1,0,0,,null,,null,null,,null,1,1.0000,0,0.3571,0,0.2869,0,281.8056,-29.0176,261.8213,-85.2115,92.1212,-71.2887,060829.1,-711720,92.3021,-71.2781,060912.5,-711641,9307,9307
06092-3317,6,9,17.0,-,33,17,42,-22,71,8,95,3,0.67,L,0.25,L,0.40,L,1.05,,-13.58,L,,,,C,,I,L,B,2,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,2.6800,0,0.6250,0,0.3810,0,240.0844,-22.3699,94.2324,-56.7058,92.7787,-33.3074,061106.9,-331826,92.3208,-33.2950,060917.0,-331742,9308,9308
06093+7109,6,9,21.6,+,71,9,19,23,98,16,83,2,0.34,L,0.46,L,0.48,,5.10,L,-13.10,L,,,C,,J,N,C,J,8,4,0,0,0,8,0,0,0,0,,null,,null,null,,null,1,0.7391,0,0.9583,0,0.0941,0,143.1784,22.7169,91.8223,47.7251,93.7946,71.1404,061510.7,+710825,92.3400,71.1553,060921.6,+710919,9309,9309
06094+4630,6,9,25.7,+,46,30,30,13,43,9,87,4,0.25,L,0.33,L,0.97,,2.27,,-13.22,,,,B,B,,F,A,B,2,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.7576,0,0.3402,0,0.4273,0,167.1472,13.2313,92.4617,23.0835,93.2906,46.4946,061309.8,+462941,92.3571,46.5083,060925.7,+463030,9310,9310
06095-4459,6,9,31.6,-,44,59,9,-26,36,10,95,4,0.25,L,0.39,L,0.94,,1.71,,-13.28,,,,B,C,,I,B,B,0,4,0,1,1,0,0,0,0,1,,null,,null,null,,null,1,0.6410,0,0.4149,0,0.5497,0,252.3739,-25.6548,95.2735,-68.3873,92.7441,-44.9982,061058.6,-445954,92.3817,-44.9858,060931.6,-445909,9311,9311
06096+6634,6,9,39.8,+,66,34,53,21,48,12,88,3,0.25,L,0.25,L,0.95,,3.27,,-13.14,,,,C,C,,K,C,B,0,4,0,1,0,0,0,0,1,0,,null,,null,null,,null,1,1.0000,0,0.2632,0,0.2905,0,147.8410,21.2245,92.0147,43.1531,93.6979,66.5665,061447.5,+663359,92.4158,66.5814,060939.8,+663453,9312,9312
06097+7103,6,9,47.5,+,71,3,8,23,22,6,86,3,0.70,,2.84,,3.91,,3.49,,-12.77,,B,B,C,C,A,A,A,A,5,5,0,0,0,8,0,1,0,0,,null,,null,null,,null,1,0.2465,0,0.7263,0,1.1203,0,143.2964,22.7174,91.8780,47.6229,93.8977,71.0368,061535.4,+710212,92.4479,71.0522,060947.5,+710308,9313,9313
06100-2147,6,10,2.8,-,21,47,37,-18,33,10,94,4,0.25,L,0.31,L,1.02,,4.79,,-13.03,,,,B,C,,F,C,A,0,2,0,0,0,0,0,0,3,0,4,null,,null,null,,null,2,0.8065,0,0.3039,0,0.2129,0,228.7057,-18.0770,94.0083,-45.2041,93.0410,-21.8071,061209.8,-214825,92.5117,-21.7936,061002.8,-214737,9314,9314
06103-1414,6,10,22.1,-,14,14,48,-15,25,12,94,4,0.25,L,0.25,L,0.77,,1.83,,-13.32,,,,C,C,G,N,B,B,3,6,0,0,0,0,0,0,0,0,,null,,null,null,,null,2,1.0000,0,0.3247,0,0.4208,0,221.5502,-14.9287,93.8717,-37.6574,93.1620,-14.2606,061238.9,-141538,92.5921,-14.2467,061022.1,-141448,9315,9315
06105+5108,6,10,35.7,+,51,8,1,15,71,18,90,2,0.39,L,0.25,L,0.48,,1.34,L,-13.49,L,,,D,,,,C,,1,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.5600,0,0.5208,0,0.3582,0,162.9209,15.3905,92.5757,27.7116,93.6341,51.1183,061432.2,+510706,92.6488,51.1336,061035.7,+510801,9316,9316
06106+6651,6,10,39.2,+,66,51,15,21,37,6,87,3,0.35,L,0.33,L,3.32,,7.18,,-12.70,,,,C,C,E,E,A,A,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0606,0,0.0994,0,0.4624,0,147.6020,21.4100,92.1400,43.4282,93.9537,66.8381,061548.9,+665017,92.6633,66.8542,061039.2,+665115,9317,9317
06106+7822,6,10,40.8,+,78,22,27,25,19,4,88,3,5.82,,17.26,,141.67,,187.36,,-11.16,,B,B,C,B,A,A,A,A,2,1,0,0,0,0,0,0,3,1,4,null,,null,null,,null,1,0.3372,0,0.1218,0,0.7561,0,135.6543,24.8967,91.6356,54.9436,94.6596,78.3563,061838.3,+782123,92.6700,78.3742,061040.8,+782227,9318,9318
06107+6911,6,10,45.8,+,69,11,22,22,42,10,88,3,0.41,L,0.25,L,0.73,,1.93,,-13.32,,,,C,D,M,K,B,B,2,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.6400,0,0.3425,0,0.3782,0,145.2339,22.1972,92.0689,45.7629,94.0622,69.1730,061614.9,+691023,92.6908,69.1894,061045.8,+691122,9319,9319
06107-2616,6,10,47.8,-,26,16,22,-20,32,12,95,4,0.25,L,0.25,L,0.57,,1.70,,-13.40,,,,B,C,,,C,B,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.4386,0,0.3353,0,233.1526,-19.6210,94.4390,-49.6771,93.2024,-26.2871,061248.6,-261714,92.6992,-26.2728,061047.8,-261622,9320,9320
06109+6426,6,10,55.1,+,64,26,48,21,46,12,88,3,0.25,L,0.25,L,0.83,,2.91,,-13.20,,,,C,C,,J,B,B,0,4,8,0,0,0,0,0,1,0,,null,,null,null,,null,1,1.0000,0,0.3012,0,0.2852,0,150.0308,20.6001,92.2590,41.0221,93.9511,64.4304,061548.3,+642550,92.7296,64.4467,061055.1,+642648,9321,9321
06114-2232,6,11,26.2,-,22,32,18,-18,44,13,94,4,0.27,L,0.25,L,0.55,,0.86,:,-13.54,:,,,B,D,,,C,B,7,6,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0800,0,0.4545,0,0.6395,0,229.5591,-18.0709,94.4962,-45.9400,93.3843,-22.5535,061332.2,-223313,92.8592,-22.5383,061126.2,-223218,9322,9322
06119-7001,6,11,56.6,-,70,1,50,-29,25,8,103,4,0.25,L,0.25,L,0.50,,1.52,:,-13.45,:,,,B,C,,,D,B,5,4,0,1,0,8,0,0,1,0,,null,,null,null,,null,1,1.0000,0,0.5000,0,0.3289,0,280.3846,-28.7731,254.4368,-86.3599,92.8606,-70.0447,061126.5,-700241,92.9858,-70.0306,061156.6,-700150,9323,9323
06121-5117,6,12,11.4,-,51,17,53,-27,17,8,171,5,0.25,L,0.25,L,0.63,,1.83,,-13.36,,,,B,C,F,M,B,B,2,4,0,0,1,0,0,0,4,1,4,null,,null,null,,null,1,1.0000,0,0.3968,0,0.3443,0,259.3423,-26.6104,97.9149,-74.6611,93.3410,-51.3135,061321.8,-511849,93.0475,-51.2981,061211.4,-511753,9324,9324
